325,31
325,75
145,28
221,53
702,41
580,39
402,37
223,55
218,61
218,77
192,34
675,44
169,32
372,42
659,42
669,53
669,77
772,31
13,22
708,48
94,37
398,30
398,69
138,43
243,28
329,59
168,60
99,42
745,51
441,33
441,70
158,24
438,58
417,59
71,59
175,59
133,36
400,28
761,27
726,48
652,50
652,74
53,56
773,41
695,33
695,74
339,23
410,54
410,79
38,25
211,30
517,22
695,46
695,76
410,49
324,25
324,73
413,45
452,30
46,23
267,46
142,45
142,77
605,46
361,33
456,52
456,76
599,46
694,44
713,27
713,71
687,52
517,48
730,22
730,71
449,47
449,76
63,36
160,44
374,38
205,36
205,75
189,58
339,27
219,46
528,22
641,51
328,30
335,51
335,78
503,39
503,71
605,33
800,44
800,72
382,43
382,71
556,43
350,58
360,56
360,71
570,24
735,31
439,54
608,53
608,79
142,26
734,40
16,41
712,37
712,71
305,33
614,43
493,51
426,25
426,69
144,59
736,53
503,53
203,40
203,74
740,61
633,29
728,52
763,41
638,31
113,54
113,69
568,53
630,25
719,43
767,23
327,36
88,30
73,32
73,69
716,24
209,58
209,77
576,42
500,36
589,40
647,37
608,42
168,27
9,28
692,55
185,26
288,52
661,50
661,75
734,25
170,23
320,47
320,74
262,41
162,58
444,25
444,79
189,40
204,55
74,28
74,75
249,44
249,77
264,23
581,30
629,56
31,49
417,50
308,34
74,44
1,32
69,31
495,30
422,50
299,53
8,42
469,54
469,79
666,60
700,38
647,53
367,46
535,46
515,34
515,72
594,32
264,60
264,70
687,52
658,44
53,43
656,38
516,52
447,54
589,40
623,46
66,24
605,27
605,70
740,50
166,54
176,32
573,58
202,55
26,53
670,32
670,77
683,58
304,26
304,73
242,53
242,79
625,51
490,46
367,39
107,23
627,32
655,22
652,22
515,22
157,28
157,71
338,51
620,42
598,47
764,35
719,35
548,51
229,43
434,53
35,49
711,53
711,70
620,53
146,36
4,23
264,23
312,46
482,23
114,58
645,26
162,53
269,56
526,39
615,40
648,25
709,60
275,49
61,36
2,51
550,33
630,39
173,49
476,38
662,40
781,39
28,54
28,72
463,55
481,48
280,32
665,61
231,50
245,38
556,27
556,79
589,36
763,61
763,79
307,55
498,29
320,53
725,35
442,40
401,26
757,47
753,47
753,72
782,24
461,24
313,59
327,46
664,57
259,60
343,45
343,73
396,42
133,22
269,27
148,54
727,26
781,27
283,50
371,36
180,29
180,78
43,50
726,44
429,49
120,40
65,45
28,23
126,50
215,37
440,22
6,48
217,33
592,61
173,24
259,52
745,46
660,37
294,44
319,54
306,38
458,31
458,71
195,22
195,72
129,58
129,76
435,25
435,72
397,25
232,58
681,57
607,42
697,43
775,43
775,73
770,58
625,49
547,24
38,24
252,47
732,26
338,59
338,77
590,27
590,76
624,30
147,33
361,58
282,47
727,50
769,33
565,44
565,72
114,36
238,41
530,23
166,60
166,73
400,37
5233,47
5233,69
5806,51
5806,75
5699,42
5088,31
5088,78
5072,32
5761,24
5017,56
5136,35
5013,28
5123,87
5089,48
5309,37
5853,27
5015,42
5152,38
5152,72
5507,22
5507,55
5257,61
5160,44
5160,69
5571,25
5465,43
5544,44
5011,87
5349,54
5141,29
5141,79
5264,24
5191,33
5415,28
5275,45
5454,60
5454,71
5858,61
5562,40
5562,70
5164,33
5216,37
5556,26
5792,44
5040,59
5167,53
5910,39
5195,44
5774,44
5656,24
5751,38
5751,77
5065,48
5458,52
5458,70
5176,29
5176,72
5419,51
5456,26
5193,47
5903,44
5903,71
5864,60
5922,47
5922,75
5036,24
5358,47
5732,57
5732,75
5400,60
5811,36
5310,46
5424,40
5037,34
5229,57
5227,25
5294,33
5294,69
5084,43
5895,30
5071,58
5613,53
5249,33
5249,73
5654,26
5364,23
5406,44
5299,32
5665,57
5258,51
5475,58
5156,53
5065,56
5065,75
5111,31
5033,51
5665,34
5938,36
5845,30
5845,70
5703,30
5703,78
5820,87
5870,26
5920,57
5939,54
5695,60
5695,73
5322,26
5282,59
5932,32
5042,32
5818,61
5764,52
5295,35
5699,25
5405,59
5864,25
5864,78
5672,29
5269,87
5633,48
5164,50
5584,47
5584,71
5446,33
5517,30
5245,29
5527,55
5007,23
5372,26
5553,34
5915,48
5229,48
5229,76
5627,49
5873,22
5383,48
5037,32
5037,75
5028,47
5409,28
5291,31
5291,74
5157,25
5403,32
5009,53
5109,26
5109,72
5001,25
5001,77
5318,47
5318,74
5823,29
5646,46
5646,76
5452,22
5923,32
5385,59
5152,31
5478,25
5794,33
5007,87
5555,59
5578,50
5575,22
5161,42
5161,74
5577,52
5022,56
5228,28
5319,61
5443,55
5785,48
5785,75
5386,39
5491,27
5406,23
5861,25
5097,40
5686,38
5598,25
5863,27
5863,78
5033,27
5084,55
5761,47
5677,52
5817,55
5804,28
5083,47
5756,41
5756,75
5476,38
5581,56
5282,31
5282,75
5927,27
5101,55
5405,49
5649,54
5488,56
5106,46
5915,28
5922,28
5313,46
5313,69
5377,60
5533,33
5309,28
5886,34
5821,37
5120,58
5553,87
5896,25
5447,31
5447,76
5441,48
5284,32
5286,51
5286,70
5018,30
5331,23
5331,78
5197,46
5345,53
5653,26
5653,79
5185,59
5185,75
5313,48
5313,75
5460,39
5538,28
5660,42
5129,24
5129,70
5398,61
5398,75
5268,51
5196,28
5326,45
5326,69
5230,30
5628,52
5635,22
5896,34
5366,56
5081,29
5258,36
5116,51
5164,46
5164,73
5653,25
5602,33
5868,42
5025,41
5476,54
5941,22
5941,74
5649,52
5832,53
5531,57
5531,79
5920,58
5040,51
5743,47
5691,61
5148,47
5919,46
5275,23
5632,44
5632,71
5157,87
5252,60
5223,51
5573,36
5585,56
5150,42
5481,32
5451,25
5306,23
5843,31
5677,32
5724,58
5332,24
5929,55
5730,51
5040,87
5818,34
5660,43
5717,40
5045,48
5367,26
5720,42
5018,26
5298,57
5441,35
5926,37
5614,40
5806,41
5321,87
5808,31
5107,60
5382,46
5548,42
5548,69
5412,38
5424,34
5010,61
5906,60
5043,31
5737,32
5484,47
5198,28
5860,87
5228,59
5690,87
5690,79
5301,61
5091,22
5231,40
5896,39
5064,57
5628,26
5725,34
5313,52
5733,36
5618,46
5207,42
5207,76
5451,42
5847,52
5115,57
5378,57
5053,49
5732,59
5732,78
5064,33
5064,70
5234,57
5548,60
5025,49
5025,74
5377,87
5096,23
5816,51
5770,25
5235,57
5769,55
5815,44
5002,57
5820,87
5915,32
5155,35
5885,49
5896,26
5884,38
5137,48
5137,79
5427,44
5263,54
5700,56
5304,46
5232,58
5362,41
5362,79
5513,48
5531,48
5483,33
5430,53
5834,43
5245,31
5048,58
5048,77
5485,34
5683,58
5850,27
5502,59
5909,39
5417,41
5417,76
5790,39
5393,55
5393,74
5479,54
5178,24
5141,50
5141,72
5479,57
5479,70
5105,25
5607,39
5768,43
5768,75
5855,41
5600,37
5320,51
5320,69
5689,34
5437,60
5437,78
5376,61
5931,51
5211,50
5126,47
5126,77
5531,34
5229,24
5447,30
5389,47
5553,26
5553,74
5548,45
5548,76
5195,29
5275,26
5795,54
5277,34
5277,77
5570,87
5570,69
5654,28
5654,73
5615,27
5332,55
5167,60
5485,37
5190,32
5190,79
5583,50
5648,61
5648,70
5831,27
5831,74
5652,57
5225,59
5082,22
5923,23
5186,22
5370,37
5835,60
5835,70
5232,55
5232,79
5644,40
5224,46
5687,37
5125,58
5386,26
5131,52
5408,38
5944,52
5944,69
5033,41
5354,56
5876,52
5103,45
5084,42
5084,78
5392,35
5894,51
5754,29
5754,77
5145,55
5145,79
5500,28
5409,60
5415,52
5144,23
5761,60
5176,22
5035,42
5741,41
5278,54
5652,54
5841,38
5187,29
5176,23
8408,25
8445,57
8445,74
8193,27
8193,79
8413,22
8196,57
8252,22
8252,70
8418,26
8182,87
8216,44
8483,23
8082,54
8480,43
8354,50
8080,31
8406,59
8457,56
8251,34
8286,32
8080,43
8496,61
8142,60
8416,25
8169,44
8279,87
8483,48
8483,77
8480,22
8412,44
8453,40
8305,36
8274,50
8264,87
8258,30
8440,32
8070,27
8070,74
8267,54
8244,36
8244,78
8448,25
8289,34
8377,52
8377,78
8374,61
8170,46
8252,54
8252,77
8095,32
8205,45
8239,27
8469,54
8266,26
8266,73
8290,27
8368,47
8176,53
8217,60
8217,78
8220,38
8054,30
8451,61
8381,50
8231,61
8438,52
8437,34
8406,36
8481,43
8300,31
8368,60
8461,47
8332,48
8212,61
8212,79
8279,45
8279,72
8160,55
8318,47
8013,34
8325,59
8167,40
8167,76
8274,48
8430,61
8294,41
8096,33
8096,78
8206,32
8414,33
8414,73
8308,48
8248,51
8252,35
8449,32
8399,35
8145,60
8145,72
8186,54
8182,31
8380,44
8070,33
8070,69
8216,23
8260,87
8297,49
8134,43
8088,40
8121,33
8281,33
8501,61
8315,23
8104,47
8453,55
8287,41
8381,87
8080,46
8189,41
8225,60
8435,40
8396,23
8396,73
8021,29
8328,46
8378,46
8266,55
8176,28
8129,37
8200,25
8036,25
8036,77
8397,44
8325,29
8325,72
8049,58
8370,35
8485,23
8275,87
8465,22
8465,77
8135,25
8404,32
8486,45
8486,71
8263,60
8263,71
8028,60
8025,61
8215,37
8215,78
8256,24
8118,57
8336,22
8336,70
8086,37
8496,52
8440,42
8070,42
8093,54
8476,43
8448,50
8408,32
8152,34
8050,33
8041,31
8412,25
8463,42
8073,47
8428,39
8176,24
8108,57
8108,76
8325,28
8310,44
8403,38
8200,54
8041,61
8050,32
8226,39
8473,42
8210,31
8384,54
8102,59
8102,79
8383,28
8164,26
8216,56
8469,37
8165,50
8493,52
8019,40
8452,39
8210,59
8432,54
8359,51
8409,26
8409,79
8217,43
8477,25
8218,87
8111,53
8111,69
8469,42
8497,43
8297,30
8248,57
8240,30
8240,76
8074,41
8339,31
8339,79
8094,29
8205,32
8072,50
8196,50
8413,56
8274,44
8003,47
8469,31
8309,44
8035,33
8035,79
8270,53
8381,55
8174,61
8174,74
8119,49
8313,45
8023,52
8279,51
8418,54
8221,23
8107,30
8072,47
8318,48
8066,43
8055,56
8436,48
8301,23
8437,39
8124,48
8063,22
8241,47
8332,60
8347,43
8265,34
8290,36
8279,51
8143,87
8416,36
8499,55
8356,61
8231,56
8189,53
8297,53
8411,55
8411,69
8495,33
8177,53
8074,46
8044,23
8494,52
8010,39
8438,27
8060,32
8350,56
8451,32
8210,33
8243,41
8296,22
8172,41
8489,28
8119,49
8119,69
8356,33
8462,59
8372,29
8067,46
8072,43
8292,59
8456,26
8023,24
8483,25
8451,28
8451,77
8266,37
8015,32
8140,37
8271,41
8218,30
8282,25
8403,87
8087,58
8085,52
8355,39
8097,48
8089,50
8113,26
8029,42
8258,53
8397,28
8447,32
8368,38
8088,52
8487,36
8108,58
8076,32
8424,50
8073,25
8093,35
8019,46
8491,24
8085,53
8438,22
8222,55
8334,32
8334,72
8494,28
8372,42
8254,31
8290,52
8279,22
8279,69
8488,40
8291,87
8015,59
8260,39
8260,76
8246,36
8043,44
8043,73
8040,46
8062,40
8411,50
8157,39
8157,70
8401,54
8016,29
8145,51
8089,23
8394,55
8289,36
8260,32
8494,46
8109,55
8287,55
8112,27
8169,23
8169,71
8229,59
8061,46
8159,34
8497,51
8363,24
8381,54
8353,36
8353,35
8169,30
8165,34
8165,72
8128,42
8336,44
8263,46
8224,26
8224,73
8477,49
8249,50
8417,47
8336,49
8492,23
8099,41
8042,25
8231,28
8231,75
8282,59
8066,58
8274,37
8099,47
8043,35
8389,48
8040,54
8338,54
8257,46
8375,35
8479,28
8191,30
8075,52
8075,69
8492,38
8492,77
8122,44
8131,30
8438,87
8178,50
8049,60
8130,27
8442,48
8162,30
8454,59
8007,40
8163,40
8167,57
8179,22
8249,30
8013,58
8323,57
8494,52
8054,59
8437,44
8194,49
8150,30
8394,46
8345,46
8092,53
8041,44
8130,44
8102,35
8102,71
8152,44
8152,71
8164,61
8055,58
8320,55
8219,33
8039,41
8331,46
8312,50
8340,48
8326,57
8317,50
8019,26
8214,87
8165,24
8165,69
8375,51
8187,49
8255,45
8063,26
8063,79
8100,37
8202,87
8032,61
8032,69
8137,34
8117,39
8093,24
8374,40
8396,28
8047,34
8382,26
8446,38
8466,42
8373,49
8044,33
8076,26
8268,55
8291,56
8358,45
8084,26
8479,34
8479,76
8191,35
8175,50
8324,60
8483,28
8352,27
8429,33
8429,70
8022,48
8227,43
8297,87
8297,73
8237,36
8002,51
8251,29
8251,70
8195,43
8184,22
8297,41
8029,28
8169,37
8030,28
8096,35
8279,52
8193,43
8390,55
8314,57
8153,32
8282,53
8087,59
8180,34
8106,41
8323,55
8137,57
8017,38
8307,36
8258,23
8041,25
8156,32
8156,69
8392,45
8188,27
8344,43
8161,35
8161,79
8192,43
8192,69
8013,30
8251,51
8296,44
8285,53
8493,58
8359,35
8039,25
8035,49
8212,40
8372,27
8494,61
8272,22
8469,39
8397,32
8293,55
8413,47
8484,25
8255,33
8458,54
8095,56
8430,33
8156,61
8084,49
8413,45
8267,46
8013,32
8311,55
8310,31
8257,33
8124,23
8448,34
8218,23
8478,31
8381,53
8036,54
8039,43
8062,55
8229,41
8370,54
8076,31
8073,37
8144,34
8265,33
8461,52
8196,46
8209,61
8189,52
235,53
246,35
56,32
154,59
327,42
558,32
319,39
272,22
502,25
502,79
331,43
178,50
630,58
439,61
551,60
551,74
33,54
613,47
295,27
133,53
679,43
666,60
193,51
193,78
503,55
707,51
707,72
125,31
125,70
688,25
77,37
470,26
338,53
613,23
495,37
439,26
601,60
782,34
407,59
390,42
695,40
548,28
22,49
22,77
553,58
281,37
602,24
602,69
579,37
60,22
433,34
433,78
510,39
392,28
145,34
145,73
564,25
53,61
53,70
192,52
181,35
1,37
149,37
50,60
117,47
790,35
366,38
675,48
87,37
411,25
737,55
484,40
714,29
748,57
748,72
796,41
507,51
14,34
160,50
160,70
246,43
90,22
444,59
380,59
380,76
151,26
228,27
608,30
15,25
388,58
90,41
202,50
728,26
728,74
99,28
656,55
584,24
119,24
119,70
784,52
143,43
662,56
244,39
722,37
399,46
389,52
710,41
311,55
260,24
253,33
66,61
268,41
643,48
643,70
664,46
691,37
545,25
601,32
168,24
473,48
536,47
80,27
34,26
26,29
392,56
392,69
686,24
116,32
422,33
628,58
728,49
172,52
487,24
342,29
221,39
371,48
356,24
597,33
259,35
359,42
548,45
326,35
46,39
522,32
713,50
114,55
703,27
703,70
285,26
650,25
3,55
3,70
80,29
344,22
579,39
597,59
135,24
764,61
298,29
600,43
672,41
616,39
308,55
329,40
329,77
406,25
521,25
105,30
616,33
315,51
421,28
642,23
628,59
628,70
390,58
390,71
667,24
729,55
499,56
291,48
731,33
731,69
665,54
22,32
800,45
774,38
731,54
491,25
166,41
119,37
320,49
762,55
69,42
37,46
100,41
110,49
167,24
190,22
388,55
236,23
660,55
660,71
79,45
79,73
242,27
64,26
64,79
331,38
154,47
154,75
790,58
193,54
20,32
358,23
465,36
596,44
325,58
614,61
664,59
480,49
480,73
279,56
379,55
134,34
149,31
246,46
687,59
135,24
753,54
341,54
655,32
610,34
350,47
519,32
5,50
512,22
645,48
749,27
319,28
159,60
159,78
549,50
697,57
40,60
123,35
710,47
681,33
625,51
474,49
476,53
308,47
299,60
511,59
590,36
498,34
628,61
628,72
4,53
4,72
791,49
438,60
35,49
703,29
609,51
291,45
199,46
181,61
439,50
99,41
506,43
71,31
318,22
272,43
210,56
332,48
53,51
53,75
720,34
194,42
30,58
30,73
763,56
763,79
596,57
23,61
473,27
218,43
443,57
612,45
613,38
613,71
469,22
399,39
414,41
481,46
326,22
491,27
371,38
293,31
347,26
347,78
47,26
440,31
340,35
642,45
110,59
124,49
107,40
107,74
239,54
676,34
676,72
608,27
612,41
612,73
632,54
344,39
780,61
780,70
706,29
433,41
736,56
703,55
544,46
544,69
358,34
636,23
569,61
299,59
509,30
216,26
543,56
543,79
140,30
723,40
662,37
386,49
725,30
115,40
183,30
183,78
585,50
304,32
614,53
273,31
273,69
509,34
430,38
471,47
795,27
592,59
724,54
698,37
583,33
583,75
327,35
327,77
92,26
97,51
412,30
330,46
246,58
743,41
781,39
341,24
292,57
82,24
208,35
174,31
651,31
172,56
507,58
91,55
236,46
236,71
265,60
12,22
279,27
706,60
336,26
522,29
36,55
736,36
774,40
196,22
48,53
446,34
647,25
604,42
448,42
346,23
553,33
667,53
212,56
4,45
440,56
68,29
572,35
798,48
319,38
319,71
465,51
465,72
762,29
762,72
157,41
200,26
86,54
350,22
205,57
173,55
362,53
11,27
485,54
799,34
195,58
282,22
131,41
695,25
695,77
113,50
87,23
87,74
588,52
716,22
497,56
351,24
573,54
558,61
620,39
469,42
312,51
235,24
388,34
735,23
252,42
402,47
471,57
471,77
674,31
268,54
474,51
92,26
311,43
80,56
536,54
536,75
254,55
78,27
8,38
128,30
157,39
192,57
735,38
559,43
748,41
748,74
552,40
552,77
521,38
50,47
231,57
32,41
32,71
782,30
611,48
703,47
703,75
635,61
610,26
216,52
216,74
356,33
292,30
138,42
361,47
361,76
203,43
307,59
40,56
40,77
584,33
72,28
546,57
379,58
379,71
120,37
120,79
667,55
83,31
727,28
769,40
769,72
404,45
173,45
58,27
763,49
162,53
162,74
375,59
55,50
158,26
70,42
169,43
579,44
160,41
465,40
347,52
566,23
533,42
625,26
625,78
627,41
73,49
20,54
39,54
796,42
669,33
743,58
424,25
102,55
102,76
425,60
486,23
397,38
222,53
50,45
536,53
188,38
188,72
83,33
282,30
178,23
158,33
297,40
154,22
154,74
762,34
456,37
456,79
775,34
440,53
503,57
87,34
720,57
590,57
789,59
545,36
9,56
390,53
724,32
338,31
338,71
391,30
579,29
550,25
584,22
374,46
776,28
0,22
0,77
214,40
110,58
110,79
725,60
82,51
370,58
695,22
664,48
732,37
167,54
663,39
663,70
279,22
463,50
298,27
706,23
549,29
464,46
347,45
487,52
246,56
541,59
666,42
638,32
776,23
10,31
716,40
138,44
656,58
497,60
688,59
64,41
593,55
505,24
168,22
548,54
454,60
454,69
572,36
542,38
542,75
799,47
577,35
548,27
131,38
248,61
248,70
747,54
747,69
463,39
28,26
28,39
556,36
548,42
278,50
278,69
182,48
182,71
491,50
5250,58
5809,54
5869,51
5121,49
5121,75
5191,58
5199,87
5199,70
5222,29
5432,29
5857,58
5857,78
5464,34
5348,46
5202,26
5220,59
5919,26
5920,47
5920,79
5227,49
5272,57
5347,23
5347,77
5560,46
5229,34
5052,56
5852,35
5026,57
5576,51
5504,50
5052,60
5052,79
5388,30
5113,22
5826,23
5826,79
5900,56
5595,36
5933,47
5863,36
5863,79
5659,40
5014,42
5177,42
5463,55
5501,56
5704,42
5704,75
5285,24
5427,51
5427,75
5798,54
5849,52
5200,27
5200,72
5893,57
5910,34
5332,29
5406,25
5817,40
5104,54
5598,24
5598,71
5091,41
5026,56
5599,25
5558,46
5030,61
5030,69
5083,46
5083,70
5704,51
5196,26
5360,43
5524,31
5563,61
5020,57
5013,43
5306,48
5575,39
5042,61
5943,59
5056,29
5769,23
5563,25
5169,30
5169,79
5341,27
5341,77
5163,51
5163,74
5877,45
5275,43
5773,30
5773,70
5731,53
5731,78
5118,52
5300,31
5300,73
5825,33
5825,75
5694,29
5471,40
5265,32
5265,72
5171,45
5173,22
5905,59
5905,73
5524,40
5281,59
5474,27
5853,44
5532,34
5275,47
5883,26
5883,75
5437,87
5881,35
5634,28
5604,39
5021,22
5130,35
5202,33
5293,29
5917,44
5677,32
5673,50
5673,71
5435,57
5412,32
5575,43
5547,38
5547,71
5260,30
5008,30
5177,32
5177,74
5702,30
5094,37
5829,51
5712,56
5160,54
5922,60
5426,43
5426,73
5150,52
5665,47
5040,29
5040,69
5663,29
5254,45
5035,59
5929,50
5424,24
5732,33
5129,55
5247,31
5155,87
5155,70
5912,55
5009,58
5115,50
5935,28
5786,35
5469,51
5069,25
5537,40
5409,43
5261,39
5892,48
5101,57
5731,37
5516,47
5516,70
5914,32
5914,70
5125,32
5396,45
5360,52
5341,40
5794,23
5794,79
5242,52
5367,59
5158,58
5934,41
5934,79
5057,42
5057,78
5699,28
5504,51
5368,41
5850,51
5850,79
5424,87
5424,73
5197,22
5240,53
5193,87
5108,57
5704,35
5704,74
5318,53
5174,48
5487,35
5128,49
5351,59
5351,72
5778,38
5928,32
5467,54
5716,51
5716,72
5831,33
5831,76
5575,49
5575,75
5320,43
5796,46
5796,72
5281,26
5281,72
5044,36
5434,45
5511,50
5935,29
5468,26
5157,23
5157,73
5062,36
5062,75
5825,46
5914,38
5805,37
5446,60
5587,56
5727,42
5171,51
5065,41
5724,47
5782,52
5431,54
5633,52
5633,77
5639,49
5453,42
5596,31
5126,47
5091,32
5838,55
5527,43
5665,51
5665,77
5478,87
5278,33
5278,72
5425,47
5877,22
5877,79
5407,36
5089,59
5808,43
5879,34
5678,43
5191,30
5338,26
5338,73
5604,39
5604,71
5506,41
5515,38
5389,33
5827,28
5101,32
5887,55
5423,32
5694,59
5261,48
5848,54
5797,30
5349,31
5767,38
5769,52
5769,71
5410,38
5410,76
5119,46
5016,52
5370,23
5820,46
5820,71
5769,51
5575,30
5046,45
5034,28
5847,22
5187,87
5573,48
5195,48
5128,39
5128,70
5635,52
5260,54
5085,49
5597,49
5826,56
5826,74
5093,39
5093,77
5538,51
5188,27
5012,52
5012,73
5732,32
5540,59
5337,29
5337,79
